3,ClassificationAndPropertiesOfWaves,Hard,A wave has a wavelength of 2.50 m and a frequency of 3.00 Hz. What is its speed?,0.83 m/s,5.50 m/s,7.50 m/s,1.20 m/s,C,Using the formula v = λf (2.50 m * 3.00 Hz) the wave speed is 7.50 m/s.
3,ClassificationAndPropertiesOfWaves,Medium,What happens to the speed of a wave on a string if the tension is increased?,The speed decreases,The speed increases,The speed stays the same,The speed becomes zero,B,Based on Equation 3 increasing the tension (Ft) in the string increases the wave speed.
3,ClassificationAndPropertiesOfWaves,Hard,The speed of a transverse wave on a string depends on which two factors?,Frequency and period,Amplitude and wavelength,Tension and mass per unit length,Color and length of the string,C,The speed of a transverse wave on a stretched string depends on the tension (Ft) and on the mass per unit length (μ).
3,ClassificationAndPropertiesOfWaves,Medium,What is the symbol used for mass per unit length (linear mass density)?,m,l,F,μ,D,μ (mu) is the symbol representing mass per unit length where μ = m/l.
3,ClassificationAndPropertiesOfWaves,Hard,A spring toy vibrates at 2 Hz. What is the period of the wave produced?,2.0 s,0.5 s,4.0 s,0.2 s,B,Using T = 1/f the period is 1 / 2 Hz which equals 0.5 s.
3,ClassificationAndPropertiesOfWaves,Medium,If the distance between two crests is 7.0 m what is this property called?,Amplitude,Frequency,Wavelength,Speed,C,Wavelength (λ) is defined as the distance between two consecutive crests.
3,ClassificationAndPropertiesOfWaves,Hard,Light travels at 3.00 x 10^8 m/s. If yellow light has a wavelength of 5.45 x 10^-7 m what is its frequency?,5.50 x 10^14 Hz,1.63 x 10^1 Hz,1.81 x 10^-15 Hz,5.45 x 10^14 Hz,A,Frequency is speed divided by wavelength (3.00 x 10^8 / 5.45 x 10^-7) which is approximately 5.50 x 10^14 Hz.
3,ClassificationAndPropertiesOfWaves,Easy,What type of wave is light?,Mechanical,Longitudinal,Electromagnetic,Sound,C,Light is an electromagnetic wave and can travel without a medium.
3,ClassificationAndPropertiesOfWaves,Hard,A 300 m wire has a mass of 15 kg and a tension of 1000 N. What is its linear mass density (μ)?,0.050 kg/m,20 kg/m,4500 kg/m,0.50 kg/m,A,Linear mass density μ is mass divided by length (15 kg / 300 m) which equals 0.050 kg/m.
3,ClassificationAndPropertiesOfWaves,Medium,How would wave speed change if a string were made heavier (thicker/denser) while tension remained the same?,Speed would increase,Speed would decrease,Speed would double,Speed would not change,B,Since wave speed is v = sqrt(Ft / μ) increasing the mass per unit length (μ) in the denominator causes the speed to decrease.
3,BehaviorOfWaves,Medium,What is a line drawn perpendicular to wave fronts to indicate the direction of motion?,A crest,A trough,A ray,A normal line,C,A ray is a line drawn perpendicular to the wave fronts to indicate the direction at which the wave fronts are moving towards.
3,BehaviorOfWaves,Easy,What happens to spherical wave fronts as they travel very far from their point source?,They become more curved,They disappear,They become planar,They turn into sound,C,As waves travel farther from their source they eventually lose almost all their curvature until all wave fronts become planar.
3,BehaviorOfWaves,Medium,According to the Law of Reflection how does the angle of incidence (i) relate to the angle of reflection (r)?,i is greater than r,i is less than r,i is equal to r,i is double r,C,The law of reflection states that the angles of incidence and reflection are equal to each other at every point.
3,BehaviorOfWaves,Hard,What is the term for reflection off a rough uneven surface?,Specular reflection,Diffuse reflection,Refraction,Diffraction,B,If a light wave hits a rough uneven surface, then the reflection is considered to be diffuse.
3,BehaviorOfWaves,Medium,What occurs when a wave crosses an interface and its speed changes?,Reflection,Interference,Refraction,Diffraction,C,Depending on the nature and conditions of the medium, the speed of a wave can vary. This wave phenomena is called refraction.
3,BehaviorOfWaves,Hard,What happens to the refracted angle when a wave moves into a medium where it travels slower?,The angle becomes larger,The angle stays the same,The angle becomes smaller,The wave stops,C,If the wave crosses an interface towards a medium where the wave’s speed becomes slower, the refracted angle will be smaller.
3,BehaviorOfWaves,Medium,What is the result when two wave pulses with the same orientation overlap to form a higher peak?,Destructive interference,Refraction,Constructive interference,Diffraction,C,When waves interact to form higher peaks as their amplitudes add up together, it is called constructive interference.
3,BehaviorOfWaves,Hard,In destructive interference what happens to the amplitude when two opposite pulses overlap?,It doubles,It stays the same,It collapses to zero,It becomes infinite,C,Destructive interference completely collapses the amplitude to zero during the interference of the two waves.
3,BehaviorOfWaves,Medium,Regarding interference what happens to fringes when two point sources are moved closer together?,Fringes become tightly packed,Fringes become wider-spaced,Fringes disappear,Fringes turn into rays,B,When the sources are closer together, they create wider-spaced fringes.
3,BehaviorOfWaves,Medium,What is the process of wave fronts forming new circular waves after passing through a gap?,Reflection,Refraction,Diffraction,Interference,C,When wave fronts pass through a gap or slit on a barrier... this process of formation of wave fronts in this manner is called diffraction.
3,BehaviorOfWaves,Hard,Under what condition do diffracted wave fronts appear more spherical?,The slit is wider than the wavelength,The slit is narrower than the wavelength,The frequency is zero,The wave is reflected,B,If the slit’s width is narrower when compared to the incident wave front’s wavelength, then the diffracted wave fronts are more spherical.
3,BehaviorOfWaves,Easy,What device is used in the lab to demonstrate reflection and refraction using water?,Fiber optic cable,A guitar string,A ripple tank,A telescope,C,The study guide outlines experiments for demonstrating wave phenomena using a ripple tank setup.
3,BehaviorOfWaves,Medium,Which tool is used in the simulation to vary the frequency of wave generation?,The green button,The pause button,The frequency slider,The ruler,C,Using the settings on the simulation you can vary the frequency of the wave generator.
3,BehaviorOfWaves,Medium,What is the "normal line" in wave reflection?,A line parallel to the surface,A line perpendicular to the surface,The incident ray itself,The reflected ray itself,B,The normal line is a perpendicular line with respect to the surface used to measure angles of incidence and reflection.
3,BehaviorOfWaves,Hard,If a wave crosses an interface parallel to the normal line what happens to its direction?,It reflects at 45 degrees,It bends toward the surface,It continues parallel to the normal line,It reverses direction,C,If the wave crosses an interface parallel to the normal line towards any arbitrary medium, the refracted wave will also travel parallel to the normal line.
3,BehaviorOfWaves,Easy,In the fiber optic example what phenomenon allows light to stay trapped inside the cable?,Destructive interference,Repeated reflections,Diffraction,Spherical spreading,B,Signals in terms of light waves bounce around the cables by being subjected to repeated reflections that do not diminish amplitude.
3,BehaviorOfWaves,Medium,What is a wave front?,A line indicating direction,A series of points forming a crest,The center of a wave,A type of particle,B,A wave front is a series of connected points on a wave that form the wave crest.
3,BehaviorOfWaves,Hard,How does a wider slit affect a planar wave front during diffraction?,It turns it spherical,It makes it move faster,It keeps the wave front practically planar,It reflects the wave,C,A wider slit does not pinch the planar wave front hard enough, which is why the diffracted waves look unaltered and practically keep its planar shape.
3,BehaviorOfWaves,Medium,What happens to a wave after it has finished interfering with another wave?,It disappears,It changes frequency,It continues in its direction with properties intact,It turns into a standing wave,C,Even though the waves have interfered with each other, they continue to propagate to their intended direction keeping all of their properties intact.
3,BehaviorOfWaves,Easy,What application is used on a smartphone to ensure the ripple tank is level?,Discord,Phyphox,YouTube,Khan Academy,B,Install the phyphox application... use the inclination meter to make the platform level.
3,SoundWaves,Easy,What causes sound to be produced?,Electricity,Vibrations or mechanical movements,Light waves,Magnetic fields,B,Sound is produced by vibrations or mechanical movements which cause nearby particles in a medium to vibrate.
3,SoundWaves,Medium,Why is it impossible for sound to travel through a vacuum?,A vacuum is too cold,There are no particles to carry the vibrations,Light blocks the sound,A vacuum has too much pressure,B,A medium is essential for sound transmission as its molecules must be present to carry these vibrations.
3,SoundWaves,Hard,Which process occurs when a speaker diaphragm moves to the right and pushes particles together?,Rarefaction,Diffraction,Compression,Refraction,C,When the diaphragm moves to the right it pushes the medium’s particles producing the dark patterns or compressions.
3,SoundWaves,Medium,What type of wave is a sound wave?,Transverse wave,Electromagnetic wave,Longitudinal wave,Surface wave,C,Sound waves are longitudinal meaning the back-and-forth movement of the medium is in the same direction as the traveling wave.
3,SoundWaves,Hard,In a longitudinal wave what are the regions where particles are spread out called?,Crests,Rarefactions,Compressions,Troughs,B,When the speaker diaphragm moves to the left it pulls the medium’s particles producing light patterns or rarefactions.
3,SoundWaves,Medium,How is the pitch of a sound related to its frequency?,High frequency means low pitch,Frequency does not affect pitch,High frequency means high pitch,Pitch depends only on loudness,C,Higher frequencies mean more waves per second and result in a higher pitch.
3,SoundWaves,Hard,How does increased air density affect the air pressure and loudness?,Lower pressure and softer sound,Higher pressure and louder sound,Higher pressure but softer sound,No change in pressure,B,Higher air density means more molecules bumping into each other creating higher pressure and making the sound louder.
3,SoundWaves,Medium,In which of the following media does sound travel the fastest?,Gases,Liquids,Solids,Vacuum,C,The closer the molecules are to each other the easier for vibrations to travel. This is why sound travels fastest in solids.
3,SoundWaves,Hard,Why does sound travel faster in warm air than in cold air?,Warm air is denser,Particles move faster and bump into each other more often,Warm air absorbs sound,Cold air reflects sound,B,Increased temperature causes particles to move faster and bump into one another more often which is why sound travels faster in warm air.
3,SoundWaves,Easy,What is a distinct reflection of sound heard after a specific delay?,Reverberation,Refraction,Echo,Compression,C,An echo is a distinct reflection of sound heard after a delay.
3,SoundWaves,Medium,What is the difference between an echo and a reverberation?,Echoes are faster than reverberations,Reverberations have no recognizable time delay,Echoes are only heard underwater,Reverberations only happen in a vacuum,B,Reverberation is a blend of many reflections that overlap with no recognizable time delay between the original and reflected sound.
3,SoundWaves,Hard,Which surface type would reflect the most sound energy?,A soft and rough surface,A rigid and flat surface,A liquid surface,A porous sponge,B,More energy is reflected when the surface is rigid than when the surface is soft and rough.
3,SoundWaves,Medium,What is the process called when animals use reflected sound to navigate and find prey?,Photosynthesis,Refraction,Echolocation,Diffraction,C,Echolocation is a process used by some animals like bats and dolphins to locate objects using sound.
3,SoundWaves,Easy,What does the acronym SONAR stand for?,Sound Observation and Radio,Sound wave Navigation And Ranging,Silent Object Nautical Radar,Sonic Output and Recording,B,Sonar stands for Sound wave Navigation And Ranging.
3,SoundWaves,Hard,What does a sonar system measure to determine the distance to an object?,The volume of the sound,The time it takes for the echo to return,The color of the object,The frequency shift of the water,B,The animal’s brain (or sonar system) processes the time it took for the echo to return to determine location and distance.
3,SoundWaves,Medium,Which medical technology uses the principle of echolocation to see inside the body?,X-ray,MRI,Ultrasound imaging,Thermography,C,Echolocation principles are used in ultrasound imaging which allows doctors to probe inside a patient’s body.
3,SoundWaves,Hard,Why is high-frequency sound better for detecting small objects?,It travels much farther,It provides more detail for spotting small nearby objects,It travels slower in water,It creates more reverberation,B,High-frequency sounds are better for spotting small nearby objects with more detail.
3,SoundWaves,Medium,According to the guide why can you hear a train through the metal rails before the air?,Metal is colder than air,The rails are longer than the air,Sound travels faster in solids than in gases,The rails are more reflective,C,Sound travels faster in solids (metal rails) than in gases (air).
3,SoundWaves,Hard,If the frequency of a sound wave is 100 Hz what does this mean?,The wave travels 100 meters per second,100 waves pass a fixed point each second,The sound is 100 times louder than normal,The wavelength is 100 meters,B,The frequency of a sound refers to how many waves pass a fixed point each second.
3,SoundWaves,Easy,Which of the following is an example of an echo-locating animal?,Eagle,Dolphin,Lion,Shark,B,Echolocation is a special capability used by bats, dolphins, and some birds.
3,HistoricalDevelopmentOfLight,Easy,Who was the early thinker that proposed light consists of "visual rays" coming from our eyes?,Newton,Ibn al-Haytham,Euclid,Maxwell,C,Around 300 BCE Euclid suggested straight-line visual rays emanated from the eye to perceive objects.
3,HistoricalDevelopmentOfLight,Medium,How did Ibn al-Haytham change the understanding of vision in 1021?,He proved light is a wave,He argued that light enters the eye rather than leaving it,He discovered the laser,He measured the speed of light,B,Ibn al-Haytham provided a key shift in cause and effect by arguing light enters the eye to produce vision.
3,HistoricalDevelopmentOfLight,Easy,What was Isaac Newton's primary argument regarding the nature of light in 1666?,Light is a longitudinal wave,Light is composed of tiny particles called corpuscles,Light is an electromagnetic vibration,Light travels through the ether,B,Newton used a prism to study light and championed the "Corpuscular Theory" where light is made of particles.
3,HistoricalDevelopmentOfLight,Hard,Which phenomenon observed by Thomas Young in 1801 provided the strongest evidence for the wave model?,Reflection,Refraction,Double-slit interference,Photoelectric effect,C,Young's double-slit experiment showed alternating bright and dark fringes which are characteristic of wave interference.
3,HistoricalDevelopmentOfLight,Medium,According to the particle model what would you expect to see on a screen behind a double-slit?,Alternating bright and dark bands,A single rainbow,Two distinct bright patches,Complete darkness,C,If light were only particles they would travel in straight lines through the slits and create two patches of light rather than interference patterns.
3,HistoricalDevelopmentOfLight,Easy,What did James Clerk Maxwell predict about light in 1864?,It is a stream of photons,It is an electromagnetic wave,It requires a physical medium to travel,It has no speed limit,B,Maxwell showed that light consists of changing electric and magnetic fields making it an electromagnetic wave.
3,HistoricalDevelopmentOfLight,Medium,Which two types of radiation are the immediate neighbors of visible light on the EM spectrum?,Radio and Gamma rays,Microwaves and X-rays,Infrared and Ultraviolet,Sound and Heat,C,Visible light sits between infrared (lower frequency) and ultraviolet (higher frequency) on the electromagnetic spectrum.
3,HistoricalDevelopmentOfLight,Hard,In the photoelectric effect what happens if the light frequency is below the threshold frequency?,Electrons are ejected slowly,Only very bright light ejects electrons,No electrons are ejected regardless of brightness,The metal melts,C,Below the threshold frequency individual photons do not have enough energy to eject an electron no matter how many photons (brightness) there are.
3,HistoricalDevelopmentOfLight,Medium,What is a "photon" as defined by Einstein's work?,A type of wave interference,A packet of light energy,A part of a shadow,The medium light travels through,B,Einstein proposed that light energy comes in discrete packets called photons to explain the photoelectric effect.
3,HistoricalDevelopmentOfLight,Medium,As you move from Red to Violet light across the spectrum what happens to the properties?,Wavelength increases and frequency decreases,Both wavelength and frequency increase,Wavelength decreases and frequency increases,Energy per photon decreases,C,Moving from red to violet results in a shorter wavelength and a higher frequency which carries more energy.
3,HistoricalDevelopmentOfLight,Hard,Why does a high-frequency dim light eject electrons while a low-frequency bright light does not?,Dim light has more total energy,Individual photons in high-frequency light have enough energy to overcome the threshold,Bright light reflects off the metal too quickly,Low-frequency light is too fast,B,The photoelectric effect depends on the energy of individual photons (determined by frequency) rather than the total number of photons (brightness).
3,HistoricalDevelopmentOfLight,Easy,What is the name of the theory that describes light as having both wave and particle properties?,Corpuscular Theory,Wave-Particle Duality,Electromagnetic Theory,Quantum Mechanics,B,The modern understanding that light behaves as both a wave (interference) and a particle (photons) is called wave-particle duality.
3,HistoricalDevelopmentOfLight,Medium,Which scientist is credited with the wavefront idea in 1690?,Newton,Maxwell,Huygens,Einstein,C,Christiaan Huygens proposed the wavefront model to explain how light propagates as a wave.
3,HistoricalDevelopmentOfLight,Easy,What provides the "bright bands" in Young's double-slit experiment?,Waves canceling each other out,Particles hitting the screen,Waves adding together (constructive interference),The shadow of the slits,C,Bright bands occur when wave crests overlap and add together through constructive interference.
3,HistoricalDevelopmentOfLight,Hard,Which technology is most directly linked to the discovery of the photoelectric effect and photons?,Fiber optics,Prisms,Solar cells,Mirrors,C,Solar cells (and digital camera sensors) work by converting light photons into electrical current via the photoelectric effect.
3,HistoricalDevelopmentOfLight,Medium,In the PHET simulation what is the effect of increasing light intensity at a frequency above the threshold?,It increases the speed of electrons,It increases the number of electrons ejected,It stops the current,It changes the color of the metal,B,Increased intensity means more photons which results in more electrons being knocked out as long as the frequency is sufficient.
3,HistoricalDevelopmentOfLight,Hard,Who developed the first ruby laser in 1960?,Einstein,Theodore Maiman,Maxwell,Huygens,B,Theodore Maiman developed the first working laser which is a technology that relies on the photon model of light.
3,HistoricalDevelopmentOfLight,Easy,What does "threshold frequency" refer to in the context of light?,The speed of light in a vacuum,The maximum frequency of visible light,The minimum frequency needed to eject electrons from a metal,The frequency of a radio wave,C,Threshold frequency is the minimum energy level required for a photon to dislodge an electron from a specific metal.
3,HistoricalDevelopmentOfLight,Medium,If you are explaining why light spreads when passing through a small opening which model should you use?,Particle model,Wave model (Diffraction),Reflection model,Shadow model,B,The wave model explains diffraction which is the spreading or bending of waves as they pass through an opening.
3,HistoricalDevelopmentOfLight,Hard,Which of the following best describes the historical "turning point" involving Maxwell and Hertz?,Moving from "eye-beams" to particles,Confirming light is an electromagnetic wave,The invention of the telescope,Proving light is a longitudinal wave like sound,B,Maxwell predicted light was an EM wave and Hertz's later experiments with radio waves confirmed this model.
3,Color,Easy,What are the three primary colors of light that our eyes are most sensitive to?,Red Yellow Blue,Red Green Blue,Cyan Magenta Yellow,Orange Green Violet,B,Our eyes have three types of cone cells that are specifically sensitive to red, green, and blue light.
3,Color,Medium,According to the additive color model what color is produced when red and green light are mixed at full intensity?,Cyan,Magenta,Yellow,White,C,Mixing red and green light activates both the red and green cones in our eyes which the brain perceives as yellow.
3,Color,Hard,If all three primary colors of light (Red Green and Blue) are combined at 100% intensity what is the resulting color?,Black,Grey,White,Brown,C,White light is the combination of all visible frequencies; when RGB bulbs are all at full power they simulate white light.
3,Color,Medium,What happens to the colors of light that do NOT match the natural vibration frequency of an object’s atoms?,They are absorbed,They are reflected,They disappear,They turn into heat,B,If the light frequency does not match the atoms' vibration it is not absorbed and instead reflects off the surface to our eyes.
3,Color,Easy,What is the name of the special cells in the retina that allow us to see color?,Rods,Cones,Lens,Iris,B,Cones are the photoreceptor cells responsible for color vision whereas rods are more sensitive to low light levels.
3,Color,Hard,Why does a yellow banana appear black when viewed under pure blue light?,Blue light is reflected by the banana,The banana absorbs the blue light and reflects nothing,Blue and yellow make black light,The banana changes its atoms,B,A yellow banana reflects red and green light but absorbs blue. With only blue light hitting it there is no red or green to reflect so it looks dark.
3,Color,Medium,Which phenomenon is primarily responsible for the sky appearing blue during the day?,Refraction,Scattering,Reflection,Transmission,B,Blue light travels in shorter smaller waves and is scattered in all directions by gas molecules in the atmosphere more than other colors.
3,Color,Hard,Why does the sun look red or orange during a sunset?,The sun changes its temperature,The light travels through more atmosphere scattering away the blue and green light,The sun moves closer to the Earth,Red light is absorbed by the clouds,B,At sunset sunlight travels a longer path through the atmosphere which scatters away the shorter blue wavelengths leaving the longer red and orange wavelengths.
3,Color,Easy,What color is produced by mixing Red and Blue light?,Cyan,Yellow,Green,Magenta,D,In the additive color mixing process red light plus blue light creates the color magenta.
3,Color,Medium,What color is produced by mixing Blue and Green light?,Yellow,Magenta,Cyan,White,C,Combining blue and green light creates cyan which is the primary color of the subtractive system but a secondary color in light mixing.
3,Color,Hard,Why do thunderclouds appear dark compared to regular white clouds?,They are made of black water,They are much thicker and block more sunlight from passing through,They only reflect blue light,They absorb all the heat from the sun,B,Because thunderclouds are very thick and dense with water droplets they block and absorb most sunlight rather than scattering it through.
3,Color,Medium,What happens when you mix yellow paint and blue paint?,You get white paint,You get green paint,You get red paint,You get black paint,B,Paint uses subtractive color mixing where yellow and blue pigments together reflect the green part of the spectrum.
3,Color,Easy,Which acronym is commonly used to remember the sequence of colors in white light?,BIVGYOR,ROYGBIV,VIBGYOR,RGB,B,The sequence of colors from longest to shortest wavelength is Red Orange Yellow Green Blue Indigo and Violet.
3,Color,Medium,If an object absorbs all colors of the visible spectrum what color does it appear to be?,White,Black,Clear,Rainbow,B,An object appears black when it absorbs all frequencies of visible light and reflects none back to the eye.
3,Color,Hard,How does smog or air pollution affect the appearance of the sky?,It makes the sky brighter blue,It absorbs and scatters light making the sky look hazy and dark,It turns the sky green,It has no effect on light,B,Particulates in smog absorb and scatter light differently than clean air molecules often resulting in a brownish or grey hazy appearance.
3,Color,Easy,Which device uses the additive color mixing of Red Green and Blue to create images?,A printed book,A television screen,A box of crayons,A watercolor painting,B,Screens use tiny RGB pixels to mix light and create the full range of colors we see digitally.
3,Color,Medium,What did Isaac Newton use to demonstrate that white light is a mixture of colors?,A mirror,A lens,A prism,A filter,C,Newton used a prism to refract white light into its component colors showing that white light is composite.
3,Color,Hard,Which color of visible light has the highest frequency and shortest wavelength?,Red,Green,Violet,Yellow,C,Violet light sits at the end of the visible spectrum with the highest frequency and the most energy per photon.
3,Color,Easy,What color would a red apple appear to be under pure green light?,Red,Green,Black,White,C,A red apple reflects red light and absorbs green. Since there is no red light to reflect it will appear black.
3,Color,Medium,What is the process called when light passes through a material like a clear glass window?,Absorption,Reflection,Transmission,Scattering,C,Transmission occurs when light waves pass through a medium rather than being absorbed or bouncing off.
3,WaveNatureOfLight,Easy,What was the significance of Young’s double-slit experiment?,It proved light is a particle,It proved light behaves as a wave,It measured the speed of light,It discovered the laser,B,Young's experiment showed interference patterns which are a unique characteristic of wave behavior.
3,WaveNatureOfLight,Medium,According to the law of reflection how does the angle of incidence compare to the angle of reflection?,The angle of incidence is always larger,The angle of incidence is always smaller,The angles are equal to each other,The angles always add up to 180 degrees,C,The law of reflection states that the angle of incidence equals the angle of reflection as measured from the normal line.
3,WaveNatureOfLight,Easy,What is the invisible line called that stands straight up (90 degrees) from a reflecting surface?,Incident ray,Reflected ray,Normal line,Refracted ray,C,The normal line is a perpendicular reference line used to measure angles of incidence reflection and refraction.
3,WaveNatureOfLight,Medium,Why does light bend (refract) when it moves from air into a piece of glass?,The light changes color,The light slows down as it enters the denser material,The light gains energy,The light is being reflected by atoms,B,Refraction occurs because light changes speed when passing from one medium into another of a different density.
3,WaveNatureOfLight,Hard,What causes the "dispersion" of white light into a rainbow when passing through a prism?,The prism adds color to the light,Each color of light bends at a slightly different angle due to different speeds,The prism reflects the light in one direction,The light is absorbed by the glass,B,Dispersion happens because different wavelengths (colors) of light travel at different speeds in glass causing them to refract at different angles.
3,WaveNatureOfLight,Medium,In an interference pattern what do the bright lines represent?,Destructive interference,The shadow of the slits,Constructive interference,Light being absorbed,C,Bright lines or fringes occur where the crests of light waves overlap and add together which is constructive interference.
3,WaveNatureOfLight,Hard,How does the diffraction pattern of light through a single slit differ from a double slit?,Single slit has no dark bands,Single slit has a much wider central bright spot compared to its side spots,Double slit has no center bright spot,There is no difference between them,B,Single-slit diffraction is characterized by a broad central maximum while double-slit interference produces more evenly spaced fringes.
3,WaveNatureOfLight,Medium,Why can you see your reflection in a mirror but not in a piece of white paper?,The paper absorbs all light,The mirror is silver and the paper is white,The mirror has a smooth surface that reflects light in an organized way,The paper is too thin to reflect light,C,Smooth surfaces produce specular reflection (organized) while rough surfaces like paper cause diffuse reflection (scattered).
3,WaveNatureOfLight,Hard,What is the "critical angle" in the context of light moving through glass?,The angle where light turns into a rainbow,The angle at which light no longer passes through and reflects back inside,The angle of the sun at noon,The angle of a 90-degree bend,B,The critical angle is the specific angle of incidence that results in total internal reflection where light stays inside the medium.
3,WaveNatureOfLight,Easy,When light waves bend around the edges of a narrow opening what is this behavior called?,Reflection,Refraction,Diffraction,Absorption,C,Diffraction is the bending or spreading of waves as they encounter an obstacle or pass through a narrow slit.
3,WaveNatureOfLight,Medium,In the formation of a rainbow which color appears on the outermost part of the arc?,Violet,Green,Yellow,Red,D,Red light appears on the outside because it refracts (bends) the least when entering and leaving the raindrops.
3,WaveNatureOfLight,Hard,If you move the screen farther away from a double slit what happens to the interference pattern?,The fringes disappear,The fringes get closer together,The fringes spread out and become wider,The fringes turn white,C,Increasing the slit-to-screen distance gives the light waves more space to spread out resulting in wider fringe separation.
3,WaveNatureOfLight,Easy,What type of interference results in dark bands on a screen?,Constructive,Destructive,Refractive,Diffractive,B,Dark bands occur where waves meet out of phase (crest meets trough) and cancel each other out which is destructive interference.
3,WaveNatureOfLight,Medium,Why is a rainbow shaped like a bow or arc in the sky?,The sun is a circle,The raindrops are falling in a curve,Light reaches your eyes at specific angles from a collection of drops,The Earth is round,C,The arc is a result of the specific angles at which light is refracted and reflected back to the observer from many raindrops.
3,WaveNatureOfLight,Hard,What happens to a light ray that hits a surface exactly along the normal line (0 degrees)?,It reflects at 45 degrees,It bends away from the normal,It passes through or reflects straight back without bending,It is completely absorbed,C,Light entering or hitting a surface at 0 degrees to the normal does not bend because all parts of the wavefront reach the surface at the same time.
3,WaveNatureOfLight,Easy,In the ROYGBIV sequence which color bends the most when passing through a prism?,Red,Green,Blue,Violet,D,Violet light has the shortest wavelength and slows down the most in glass causing it to refract at the greatest angle.
3,WaveNatureOfLight,Medium,Why is it difficult to observe light diffraction through a doorway compared to sound diffraction?,Light moves too fast,Light waves are much smaller than the width of a doorway,Sound waves are transverse,Doorways are made of wood,B,Diffraction is most noticeable when the opening is similar in size to the wavelength. Light wavelengths are extremely small compared to common openings like doors.
3,WaveNatureOfLight,Hard,A student observes that the 2nd bright fringe in an interference pattern is farther from the center than the 1st. What is the spacing between them like?,The spacing gets larger as you move out,The spacing is roughly even between consecutive fringes,The spacing gets smaller as you move out,The fringes overlap randomly,B,In a standard double-slit interference pattern the fringes are generally spaced at regular equal intervals.
3,WaveNatureOfLight,Medium,What does the "symmetrical" nature of an interference pattern mean?,The left side is a mirror image of the right side,The top is different from the bottom,The pattern only has one bright spot,The lines are all different colors,A,Symmetry means the distances to the bright and dark fringes are the same on both the left and right sides of the central maximum.
3,WaveNatureOfLight,Easy,What happens to a light ray when it undergoes "Total Internal Reflection"?,It passes through the surface and slows down,It is completely absorbed by the material,It reflects entirely back into the original material,It turns into white light,C,Total internal reflection occurs when the incident angle exceeds the critical angle and 100% of the light reflects back into the original material.
3,ElectromagneticWaves,Easy,Which of the following describes a key difference between electromagnetic waves and mechanical waves?,EM waves travel slower than sound,EM waves require a medium like water to travel,EM waves can travel through a vacuum (empty space),EM waves do not have a frequency,C,Unlike sound or water waves EM waves consist of oscillating electric and magnetic fields that do not need a physical medium to propagate.
3,ElectromagneticWaves,Medium,What is the correct order of the electromagnetic spectrum from longest wavelength to shortest wavelength?,Radio Microwaves Infrared Visible UV X-rays Gamma,Gamma X-rays UV Visible Infrared Microwaves Radio,Visible UV Infrared Radio Microwaves Gamma X-rays,Radio Visible Infrared UV Microwaves X-rays Gamma,A,The spectrum is organized by wavelength and frequency; radio waves have the longest wavelengths while gamma rays have the shortest.
